"_","Id","Original_Opportunity__c","Original_Opportunity__r","Original_Opportunity__r.CloseDate","CurrencyIsoCode"
"[Asset]","02ifJ000000D8z4QAC","006fJ000006Oir3QAC","[Opportunity]","2024-05-14","USD"
"[Asset]","02ifJ000000D8z5QAC","006fJ000006OimDQAS","[Opportunity]","2024-12-12","USD"
"[Asset]","02ifJ000000D8z6QAC","006fJ000006OisnQAC","[Opportunity]","2025-05-15","USD"
"[Asset]","02ifJ000000D8z7QAC","006fJ000006OjBJQA0","[Opportunity]","2024-06-28","USD"
"[Asset]","02ifJ000000D8z8QAC","006fJ000006OjBJQA0","[Opportunity]","2024-06-28","USD"
"[Asset]","02ifJ000000D90fQAC","006fJ000006OiukQAC","[Opportunity]","2024-12-20","EUR"
"[Asset]","02ifJ000000D92HQAS","006fJ000006OimdQAC","[Opportunity]","2024-05-07","USD"
"[Asset]","02ifJ000000D93tQAC","006fJ000006Oir3QAC","[Opportunity]","2024-05-14","USD"
"[Asset]","02ifJ000000D93uQAC","006fJ000006Of3aQAC","[Opportunity]","2024-11-18","USD"
"[Asset]","02ifJ000000D93vQAC","006fJ000006OfwsQAC","[Opportunity]","2024-12-11","USD"
"[Asset]","02ifJ000000D95VQAS","006fJ000006Oir3QAC","[Opportunity]","2024-05-14","USD"
"[Asset]","02ifJ000000D95WQAS","006fJ000006OimMQAS","[Opportunity]","2024-05-31","EUR"
"[Asset]","02ifJ000000D95XQAS","006fJ000006OjBJQA0","[Opportunity]","2024-06-28","USD"
"[Asset]","02ifJ000000D977QAC","006fJ000006Oiu8QAC","[Opportunity]","2024-06-20","USD"
"[Asset]","02ifJ000000D978QAC","006fJ000006OiSiQAK","[Opportunity]","2025-03-31","USD"
"[Asset]","02ifJ000000D979QAC","006fJ000006Oi50QAC","[Opportunity]","2025-03-07","USD"
"[Asset]","02ifJ000000D97AQAS","006fJ000006OjBEQA0","[Opportunity]","2025-03-31","USD"
"[Asset]","02ifJ000000D97BQAS","006fJ000006OiSlQAK","[Opportunity]","2025-04-04","USD"
"[Asset]","02ifJ000000D98jQAC","006fJ000006Oiu8QAC","[Opportunity]","2024-06-20","USD"
"[Asset]","02ifJ000000D98kQAC","006fJ000006OiuaQAC","[Opportunity]","2024-06-17","USD"
"[Asset]","02ifJ000000D9ALQA0","006fJ000006OerFQAS","[Opportunity]","2024-10-09","USD"
"[Asset]","02ifJ000000D9BxQAK","006fJ000006OerFQAS","[Opportunity]","2024-10-09","USD"
"[Asset]","02ifJ000000D9ByQAK","006fJ000006Oin8QAC","[Opportunity]","2024-12-03","USD"
"[Asset]","02ifJ000000D9BzQAK","006fJ000006Oin8QAC","[Opportunity]","2024-12-03","USD"
"[Asset]","02ifJ000000D9C0QAK","006fJ000006OiLYQA0","[Opportunity]","2025-02-14","USD"
"[Asset]","02ifJ000000D9C1QAK","006fJ000006OjAEQA0","[Opportunity]","2024-06-28","USD"
"[Asset]","02ifJ000000D9C2QAK","006fJ000006OfxUQAS","[Opportunity]","2024-09-30","USD"
"[Asset]","02ifJ000000D9C3QAK","006fJ000006OiLRQA0","[Opportunity]","2025-01-22","USD"
"[Asset]","02ifJ000000D9C4QAK","006fJ000006Oi52QAC","[Opportunity]","2025-04-22","USD"
"[Asset]","02ifJ000000D9C5QAK","006fJ000006OiStQAK","[Opportunity]","2025-05-07","USD"
"[Asset]","02ifJ000000D9C6QAK","006fJ000006OirZQAS","[Opportunity]","2025-06-09","USD"
"[Asset]","02ifJ000000D9C7QAK","006fJ000006OiSlQAK","[Opportunity]","2025-04-04","USD"
"[Asset]","02ifJ000000D9DZQA0","006fJ000006OiuxQAC","[Opportunity]","2024-09-28","USD"
"[Asset]","02ifJ000000D9FBQA0","006fJ000006OiuxQAC","[Opportunity]","2024-09-28","USD"
"[Asset]","02ifJ000000D9FCQA0","006fJ000006OjB9QAK","[Opportunity]","2024-08-30","USD"
"[Asset]","02ifJ000000D9FDQA0","006fJ000006OjB7QAK","[Opportunity]","2024-09-30","USD"
"[Asset]","02ifJ000000D9GnQAK","006fJ000006OiuxQAC","[Opportunity]","2024-09-28","USD"
"[Asset]","02ifJ000000D9GoQAK","006fJ000006OijFQAS","[Opportunity]","2025-01-07","USD"
"[Asset]","02ifJ000000D9GpQAK","006fJ000006OiSlQAK","[Opportunity]","2025-04-04","USD"
"[Asset]","02ifJ000000D9IPQA0","006fJ000006Of3mQAC","[Opportunity]","2024-09-12","USD"
"[Asset]","02ifJ000000D9IQQA0","006fJ000006OjBKQA0","[Opportunity]","2024-07-03","USD"
"[Asset]","02ifJ000000D9K1QAK","006fJ000006OitaQAC","[Opportunity]","2024-11-18","USD"
"[Asset]","02ifJ000000D9LdQAK","006fJ000006OitaQAC","[Opportunity]","2024-11-18","USD"
"[Asset]","02ifJ000000D9LeQAK","006fJ000006OjAHQA0","[Opportunity]","2024-07-12","USD"
"[Asset]","02ifJ000000D9NFQA0","006fJ000006Oin8QAC","[Opportunity]","2024-12-03","USD"
"[Asset]","02ifJ000000D9NGQA0","006fJ000006Of4dQAC","[Opportunity]","2024-06-15","USD"
"[Asset]","02ifJ000000D9OrQAK","006fJ000006OerlQAC","[Opportunity]","2024-09-09","USD"
"[Asset]","02ifJ000000D9QTQA0","006fJ000006OerlQAC","[Opportunity]","2024-09-09","USD"
"[Asset]","02ifJ000000D9S5QAK","006fJ000006OerlQAC","[Opportunity]","2024-09-09","USD"
"[Asset]","02ifJ000000D9S6QAK","006fJ000006OjBKQA0","[Opportunity]","2024-07-03","USD"
"[Asset]","02ifJ000000D9S7QAK","006fJ000006OiwlQAC","[Opportunity]","2024-11-25","EUR"
"[Asset]","02ifJ000000D9S8QAK","006fJ000006OiM1QAK","[Opportunity]","2025-01-24","USD"
"[Asset]","02ifJ000000D9SAQA0","006fJ000006Oi4WQAS","[Opportunity]","2025-02-28","USD"
"[Asset]","02ifJ000000D9ThQAK","006fJ000006OimMQAS","[Opportunity]","2024-05-31","EUR"
"[Asset]","02ifJ000000D9TiQAK","006fJ000006OiwAQAS","[Opportunity]","2024-09-27","USD"
"[Asset]","02ifJ000000D9TjQAK","006fJ000006OjBHQA0","[Opportunity]","2025-03-24","USD"
"[Asset]","02ifJ000000D9VJQA0","006fJ000006OimMQAS","[Opportunity]","2024-05-31","EUR"
"[Asset]","02ifJ000000D9VKQA0","006fJ000006Oir7QAC","[Opportunity]","2025-03-24","USD"
"[Asset]","02ifJ000000D9VLQA0","006fJ000006OjB9QAK","[Opportunity]","2024-08-30","USD"
"[Asset]","02ifJ000000D9VMQA0","006fJ000006OjB5QAK","[Opportunity]","2025-03-28","EUR"
"[Asset]","02ifJ000000D9VNQA0","006fJ000006OgmUQAS","[Opportunity]","2025-02-12","USD"
"[Asset]","02ifJ000000D9VOQA0","006fJ000006OikgQAC","[Opportunity]","2024-12-26","USD"
"[Asset]","02ifJ000000D9VPQA0","006fJ000006OjBEQA0","[Opportunity]","2025-03-31","USD"
"[Asset]","02ifJ000000D9WvQAK","006fJ000006OimMQAS","[Opportunity]","2024-05-31","EUR"
"[Asset]","02ifJ000000D9WwQAK","006fJ000006OimOQAS","[Opportunity]","2024-12-18","USD"
"[Asset]","02ifJ000000D9WxQAK","006fJ000006OjBKQA0","[Opportunity]","2024-07-03","USD"
"[Asset]","02ifJ000000D9WyQAK","006fJ000006OgnGQAS","[Opportunity]","2024-07-29","USD"
"[Asset]","02ifJ000000D9YXQA0","006fJ000006OimOQAS","[Opportunity]","2024-12-18","USD"
"[Asset]","02ifJ000000D9YYQA0","006fJ000006OinCQAS","[Opportunity]","2024-05-06","USD"
"[Asset]","02ifJ000000D9YZQA0","006fJ000006OiSjQAK","[Opportunity]","2024-12-06","USD"
"[Asset]","02ifJ000000D9YaQAK","006fJ000006Oi52QAC","[Opportunity]","2025-04-22","USD"
"[Asset]","02ifJ000000D9a9QAC","006fJ000006OfwHQAS","[Opportunity]","2024-12-23","USD"
"[Asset]","02ifJ000000D9aAQAS","006fJ000006OiLCQA0","[Opportunity]","2025-02-24","USD"
"[Asset]","02ifJ000000D9aBQAS","006fJ000006OjAWQA0","[Opportunity]","2025-05-16","USD"
"[Asset]","02ifJ000000D9blQAC","006fJ000006OfwHQAS","[Opportunity]","2024-12-23","USD"
"[Asset]","02ifJ000000D9bmQAC","006fJ000006Of4dQAC","[Opportunity]","2024-06-15","USD"
"[Asset]","02ifJ000000D9bnQAC","006fJ000006OiLeQAK","[Opportunity]","2024-07-29","USD"
"[Asset]","02ifJ000000D9dNQAS","006fJ000006OjBKQA0","[Opportunity]","2024-07-03","USD"
"[Asset]","02ifJ000000D9dOQAS","006fJ000006OiLYQA0","[Opportunity]","2025-02-14","USD"
"[Asset]","02ifJ000000D9ezQAC","006fJ000006OisoQAC","[Opportunity]","2024-05-17","USD"
"[Asset]","02ifJ000000D9f0QAC","006fJ000006OjBLQA0","[Opportunity]","2024-12-11","USD"
"[Asset]","02ifJ000000D9gbQAC","006fJ000006OimDQAS","[Opportunity]","2024-12-12","USD"
"[Asset]","02ifJ000000D9iDQAS","006fJ000006Of4dQAC","[Opportunity]","2024-06-15","USD"
"[Asset]","02ifJ000000D9jpQAC","006fJ000006OgmcQAC","[Opportunity]","2024-09-30","USD"
"[Asset]","02ifJ000000D9lRQAS","006fJ000006OgmcQAC","[Opportunity]","2024-09-30","USD"
"[Asset]","02ifJ000000D9n3QAC","006fJ000006P4BSQA0","[Opportunity]","2024-06-27","USD"
"[Asset]","02ifJ000000D9n4QAC","006fJ000006OjBJQA0","[Opportunity]","2024-06-28","USD"
"[Asset]","02ifJ000000D9ofQAC","006fJ000006P4BSQA0","[Opportunity]","2024-06-27","USD"
"[Asset]","02ifJ000000D9ogQAC","006fJ000006OiSlQAK","[Opportunity]","2025-04-04","USD"
"[Asset]","02ifJ000000D9qHQAS","006fJ000006OiwlQAC","[Opportunity]","2024-11-25","EUR"
"[Asset]","02ifJ000000D9rtQAC","006fJ000006OjAHQA0","[Opportunity]","2024-07-12","USD"
"[Asset]","02ifJ000000D9ruQAC","006fJ000006Of4YQAS","[Opportunity]","2025-02-12","EUR"
"[Asset]","02ifJ000000D9tVQAS","006fJ000006OgmAQAS","[Opportunity]","2024-06-25","USD"
"[Asset]","02ifJ000000D9v7QAC","006fJ000006OjBNQA0","[Opportunity]","2024-07-03","USD"
"[Asset]","02ifJ000000D9wjQAC","006fJ000006OiuaQAC","[Opportunity]","2024-06-17","USD"
"[Asset]","02ifJ000000D9yLQAS","006fJ000006OimoQAC","[Opportunity]","2024-07-11","USD"
"[Asset]","02ifJ000000D9zxQAC","006fJ000006OimoQAC","[Opportunity]","2024-07-11","USD"
"[Asset]","02ifJ000000DA1ZQAW","006fJ000006OiLeQAK","[Opportunity]","2024-07-29","USD"
"[Asset]","02ifJ000000DA1aQAG","006fJ000006OglxQAC","[Opportunity]","2025-04-02","USD"
"[Asset]","02ifJ000000DA1bQAG","006fJ000006OjASQA0","[Opportunity]","2024-08-22","USD"
"[Asset]","02ifJ000000DA1cQAG","006fJ000006OiuNQAS","[Opportunity]","2024-10-28","EUR"
"[Asset]","02ifJ000000DA3BQAW","006fJ000006OiLeQAK","[Opportunity]","2024-07-29","USD"
"[Asset]","02ifJ000000DA4nQAG","006fJ000006OimIQAS","[Opportunity]","2024-12-30","USD"
"[Asset]","02ifJ000000DA6PQAW","006fJ000006OjB1QAK","[Opportunity]","2024-09-30","EUR"
"[Asset]","02ifJ000000DA6QQAW","006fJ000006OjAFQA0","[Opportunity]","2024-11-19","USD"
"[Asset]","02ifJ000000DA81QAG","006fJ000006OjB1QAK","[Opportunity]","2024-09-30","EUR"
"[Asset]","02ifJ000000DA82QAG","006fJ000006OinBQAS","[Opportunity]","2025-06-11","USD"
"[Asset]","02ifJ000000DA83QAG","006fJ000006OjAbQAK","[Opportunity]","2025-03-03","USD"
"[Asset]","02ifJ000000DA9dQAG","006fJ000006OjBAQA0","[Opportunity]","2024-07-29","EUR"
"[Asset]","02ifJ000000DABFQA4","006fJ000006OjBLQA0","[Opportunity]","2024-12-11","USD"
"[Asset]","02ifJ000000DABGQA4","006fJ000006OirsQAC","[Opportunity]","2025-01-22","USD"
"[Asset]","02ifJ000000DABHQA4","006fJ000006Of4UQAS","[Opportunity]","2025-02-28","USD"
"[Asset]","02ifJ000000DABIQA4","006fJ000006Of3rQAC","[Opportunity]","2024-10-17","USD"
"[Asset]","02ifJ000000DABJQA4","006fJ000006OiSuQAK","[Opportunity]","2025-03-12","USD"
"[Asset]","02ifJ000000DACrQAO","006fJ000006OjBLQA0","[Opportunity]","2024-12-11","USD"
"[Asset]","02ifJ000000DAETQA4","006fJ000006OjBLQA0","[Opportunity]","2024-12-11","USD"
"[Asset]","02ifJ000000DAEUQA4","006fJ000006Of4sQAC","[Opportunity]","2024-09-30","USD"
"[Asset]","02ifJ000000DAG5QAO","006fJ000006OjANQA0","[Opportunity]","2024-07-18","USD"
"[Asset]","02ifJ000000DAG6QAO","006fJ000006Of4NQAS","[Opportunity]","2024-10-28","USD"
"[Asset]","02ifJ000000DAG7QAO","006fJ000006Of3rQAC","[Opportunity]","2024-10-17","USD"
"[Asset]","02ifJ000000DAG8QAO","006fJ000006OiShQAK","[Opportunity]","2025-03-28","USD"
"[Asset]","02ifJ000000DAHhQAO","006fJ000006OjANQA0","[Opportunity]","2024-07-18","USD"
"[Asset]","02ifJ000000DAJJQA4","006fJ000006OiwHQAS","[Opportunity]","2024-11-18","USD"
"[Asset]","02ifJ000000DAKvQAO","006fJ000006OiM1QAK","[Opportunity]","2025-01-24","USD"
"[Asset]","02ifJ000000DAMXQA4","006fJ000006OiszQAC","[Opportunity]","2024-09-04","USD"
"[Asset]","02ifJ000000DAO9QAO","006fJ000006OiqwQAC","[Opportunity]","2025-05-19","USD"
"[Asset]","02ifJ000000DAOAQA4","006fJ000006OjB7QAK","[Opportunity]","2024-09-30","USD"
"[Asset]","02ifJ000000DAOBQA4","006fJ000006OiSuQAK","[Opportunity]","2025-03-12","USD"
"[Asset]","02ifJ000000DAOCQA4","006fJ000006OjARQA0","[Opportunity]","2025-05-15","USD"
"[Asset]","02ifJ000000DAPlQAO","006fJ000006OiqwQAC","[Opportunity]","2025-05-19","USD"
"[Asset]","02ifJ000000DAPmQAO","006fJ000006Of4YQAS","[Opportunity]","2025-02-12","EUR"
"[Asset]","02ifJ000000DAPnQAO","006fJ000006OizgQAC","[Opportunity]","2025-01-31","USD"
"[Asset]","02ifJ000000DARNQA4","006fJ000006OjB9QAK","[Opportunity]","2024-08-30","USD"
"[Asset]","02ifJ000000DASzQAO","006fJ000006Of3vQAC","[Opportunity]","2025-02-20","USD"
"[Asset]","02ifJ000000DAT0QAO","006fJ000006OerZQAS","[Opportunity]","2024-12-19","USD"
"[Asset]","02ifJ000000DAUbQAO","006fJ000006OjB7QAK","[Opportunity]","2024-09-30","USD"
"[Asset]","02ifJ000000DAUcQAO","006fJ000006OjBIQA0","[Opportunity]","2024-11-06","USD"
"[Asset]","02ifJ000000DAUdQAO","006fJ000006Oim7QAC","[Opportunity]","2025-03-18","USD"
"[Asset]","02ifJ000000DAWDQA4","006fJ000006OjASQA0","[Opportunity]","2024-08-22","USD"
"[Asset]","02ifJ000000DAXpQAO","006fJ000006OjASQA0","[Opportunity]","2024-08-22","USD"
"[Asset]","02ifJ000000DAZRQA4","006fJ000006OiuNQAS","[Opportunity]","2024-10-28","EUR"
"[Asset]","02ifJ000000DAb3QAG","006fJ000006OjAcQAK","[Opportunity]","2024-08-23","USD"
"[Asset]","02ifJ000000DAb4QAG","006fJ000006OfwsQAC","[Opportunity]","2024-12-11","USD"
"[Asset]","02ifJ000000DAb5QAG","006fJ000006OjAFQA0","[Opportunity]","2024-11-19","USD"
"[Asset]","02ifJ000000DAb6QAG","006fJ000006OjBPQA0","[Opportunity]","2025-03-17","USD"
"[Asset]","02ifJ000000DAcfQAG","006fJ000006OimzQAC","[Opportunity]","2024-09-06","USD"
"[Asset]","02ifJ000000DAcgQAG","006fJ000006OiT6QAK","[Opportunity]","2024-10-29","USD"
"[Asset]","02ifJ000000DAeHQAW","006fJ000006OiT6QAK","[Opportunity]","2024-10-29","USD"
"[Asset]","02ifJ000000DAeIQAW","006fJ000006OiT6QAK","[Opportunity]","2024-10-29","USD"
"[Asset]","02ifJ000000DAeJQAW","006fJ000006OiLCQA0","[Opportunity]","2025-02-24","USD"
"[Asset]","02ifJ000000DAeKQAW","006fJ000006OijFQAS","[Opportunity]","2025-01-07","USD"
"[Asset]","02ifJ000000DAeLQAW","006fJ000006OfxBQAS","[Opportunity]","2025-01-21","USD"
"[Asset]","02ifJ000000DAftQAG","006fJ000006OirgQAC","[Opportunity]","2024-09-30","USD"
"[Asset]","02ifJ000000DAhVQAW","006fJ000006OirgQAC","[Opportunity]","2024-09-30","USD"
"[Asset]","02ifJ000000DAhWQAW","006fJ000006OjAGQA0","[Opportunity]","2024-12-27","USD"
"[Asset]","02ifJ000000DAj7QAG","006fJ000006OeqoQAC","[Opportunity]","2024-09-30","USD"
"[Asset]","02ifJ000000DAj8QAG","006fJ000006OfxZQAS","[Opportunity]","2025-03-26","EUR"
"[Asset]","02ifJ000000DAj9QAG","006fJ000006OjBPQA0","[Opportunity]","2025-03-17","USD"
"[Asset]","02ifJ000000DAjAQAW","006fJ000006OiStQAK","[Opportunity]","2025-05-07","USD"
"[Asset]","02ifJ000000DAkjQAG","006fJ000006OeqoQAC","[Opportunity]","2024-09-30","USD"
"[Asset]","02ifJ000000DAkkQAG","006fJ000006Of4NQAS","[Opportunity]","2024-10-28","USD"
"[Asset]","02ifJ000000DAklQAG","006fJ000006Oij6QAC","[Opportunity]","2025-02-28","USD"
"[Asset]","02ifJ000000DAmLQAW","006fJ000006Of4sQAC","[Opportunity]","2024-09-30","USD"
"[Asset]","02ifJ000000DAmMQAW","006fJ000006Of4YQAS","[Opportunity]","2025-02-12","EUR"
"[Asset]","02ifJ000000DAmNQAW","006fJ000006OiLCQA0","[Opportunity]","2025-02-24","USD"
"[Asset]","02ifJ000000DAmOQAW","006fJ000006OisUQAS","[Opportunity]","2024-12-16","USD"
"[Asset]","02ifJ000000DAmPQAW","006fJ000006OgmUQAS","[Opportunity]","2025-02-12","USD"
"[Asset]","02ifJ000000DAmQQAW","006fJ000006Oi52QAC","[Opportunity]","2025-04-22","USD"
"[Asset]","02ifJ000000DAmRQAW","006fJ000006Ogn7QAC","[Opportunity]","2025-04-09","USD"
"[Asset]","02ifJ000000DAnxQAG","006fJ000006Oj09QAC","[Opportunity]","2024-11-26","USD"
"[Asset]","02ifJ000000DAnyQAG","006fJ000006OiwyQAC","[Opportunity]","2024-11-25","USD"
"[Asset]","02ifJ000000DAnzQAG","006fJ000006OizcQAC","[Opportunity]","2025-01-28","USD"
"[Asset]","02ifJ000000DAo0QAG","006fJ000006OiuoQAC","[Opportunity]","2025-03-12","USD"
"[Asset]","02ifJ000000DApZQAW","006fJ000006Of4NQAS","[Opportunity]","2024-10-28","USD"
"[Asset]","02ifJ000000DApaQAG","006fJ000006OijZQAS","[Opportunity]","2025-03-28","USD"
"[Asset]","02ifJ000000DApbQAG","006fJ000006OiSuQAK","[Opportunity]","2025-03-12","USD"
"[Asset]","02ifJ000000DApcQAG","006fJ000006Oi4VQAS","[Opportunity]","2025-03-07","USD"
"[Asset]","02ifJ000000DArBQAW","006fJ000006Of3rQAC","[Opportunity]","2024-10-17","USD"
"[Asset]","02ifJ000000DAsnQAG","006fJ000006OijFQAS","[Opportunity]","2025-01-07","USD"
"[Asset]","02ifJ000000DAsoQAG","006fJ000006OizFQAS","[Opportunity]","2025-05-07","USD"
"[Asset]","02ifJ000000DAuPQAW","006fJ000006OizcQAC","[Opportunity]","2025-01-28","USD"
"[Asset]","02ifJ000000DAuQQAW","006fJ000006OiLRQA0","[Opportunity]","2025-01-22","USD"
"[Asset]","02ifJ000000DAuRQAW","006fJ000006OeqaQAC","[Opportunity]","2025-05-12","USD"
"[Asset]","02ifJ000000DAw1QAG","006fJ000006OjAFQA0","[Opportunity]","2024-11-19","USD"
"[Asset]","02ifJ000000DAw2QAG","006fJ000006OiSwQAK","[Opportunity]","2025-03-30","USD"
"[Asset]","02ifJ000000DAw3QAG","006fJ000006OjAaQAK","[Opportunity]","2024-11-20","USD"
"[Asset]","02ifJ000000DAxdQAG","006fJ000006OfxJQAS","[Opportunity]","2025-02-24","USD"
"[Asset]","02ifJ000000DAxeQAG","006fJ000006Oi4VQAS","[Opportunity]","2025-03-07","USD"
"[Asset]","02ifJ000000DAzFQAW","006fJ000006Oi4WQAS","[Opportunity]","2025-02-28","USD"
"[Asset]","02ifJ000000DAzGQAW","006fJ000006OiwOQAS","[Opportunity]","2025-02-04","USD"
"[Asset]","02ifJ000000DAzHQAW","006fJ000006OiShQAK","[Opportunity]","2025-03-28","USD"
"[Asset]","02ifJ000000DB0rQAG","006fJ000006OjB5QAK","[Opportunity]","2025-03-28","EUR"
"[Asset]","02ifJ000000DB2TQAW","006fJ000006OiuoQAC","[Opportunity]","2025-03-12","USD"
"[Asset]","02ifJ000000DB2UQAW","006fJ000006Oi50QAC","[Opportunity]","2025-03-07","USD"
"[Asset]","02ifJ000000DB2VQAW","006fJ000006Oi51QAC","[Opportunity]","2025-05-16","USD"
"[Asset]","02ifJ000000DB45QAG","006fJ000006Oi50QAC","[Opportunity]","2025-03-07","USD"
"[Asset]","02ifJ000000DB5hQAG","006fJ000006OikgQAC","[Opportunity]","2024-12-26","USD"
"[Asset]","02ifJ000000DB7JQAW","006fJ000006OiStQAK","[Opportunity]","2025-05-07","USD"
"[Asset]","02ifJ000000DB8vQAG","006fJ000006OiShQAK","[Opportunity]","2025-03-28","USD"
"[Asset]","02ifJ000000DBAXQA4","006fJ000006OjB0QAK","[Opportunity]","2025-03-12","USD"
"[Asset]","02ifJ000000DBAYQA4","006fJ000006OjAfQAK","[Opportunity]","2025-04-07","USD"
"[Asset]","02ifJ000000DBC9QAO","006fJ000006OjBOQA0","[Opportunity]","2025-06-13","USD"
"[Asset]","02ifJ000000DBDlQAO","006fJ000006OjAWQA0","[Opportunity]","2025-05-16","USD"
"[Asset]","02ifJ000000DBFNQA4","006fJ000006OjAuQAK","[Opportunity]","2025-05-19","USD"
"[Asset]","02ifJ000000DBGzQAO","006fJ000006OiSoQAK","[Opportunity]","2025-06-11","EUR"
"[Asset]","02ifJ000000DEBdQAO","006fJ000006OerIQAS","[Opportunity]","2025-05-21","USD"
"[Asset]","02ifJ000000DELJQA4","006fJ000006OgnFQAS","[Opportunity]","2025-06-27","USD"
"[Asset]","02ifJ000000DEMvQAO","006fJ000006OgnFQAS","[Opportunity]","2025-06-27","USD"
"[Asset]","02ifJ000000DEOXQA4","006fJ000006OgnFQAS","[Opportunity]","2025-06-27","USD"
"[Asset]","02ifJ000000DF65QAG","006fJ000006OgmHQAS","[Opportunity]","2025-06-26","USD"
"[Asset]","02ifJ000000ECkTQAW","006fJ000006OjAwQAK","[Opportunity]","2025-04-29","USD"
"[Asset]","02ifJ000000ECm5QAG","006fJ000006OjAwQAK","[Opportunity]","2025-04-29","USD"
"[Asset]","02ifJ000000ECsXQAW","006fJ000006OitmQAC","[Opportunity]","2025-05-07","USD"
"[Asset]","02ifJ000000ECu9QAG","006fJ000006OitmQAC","[Opportunity]","2025-05-07","USD"
"[Asset]","02ifJ000000ECvlQAG","006fJ000006OitmQAC","[Opportunity]","2025-05-07","USD"
"[Asset]","02ifJ000000ECxNQAW","006fJ000006OitmQAC","[Opportunity]","2025-05-07","USD"
"[Asset]","02ifJ000000ED74QAG","006fJ000006OiraQAC","[Opportunity]","2024-06-30","USD"
"[Asset]","02ifJ000000ED8fQAG","006fJ000006OisVQAS","[Opportunity]","2023-12-19","USD"
"[Asset]","02ifJ000000EDrpQAG","006fJ000006OjAqQAK","[Opportunity]","2024-06-30","USD"
"[Asset]","02ifJ000000EDv3QAG","006fJ000006Oi4oQAC","[Opportunity]","2025-06-09","USD"
"[Asset]","02ifJ000000EDwfQAG","006fJ000006Oi4oQAC","[Opportunity]","2025-06-09","USD"
"[Asset]","02ifJ000000EDyHQAW","006fJ000006OjAmQAK","[Opportunity]","2024-10-11","USD"
"[Asset]","02ifJ000000EDztQAG","006fJ000006OirTQAS","[Opportunity]","2025-06-30","USD"
"[Asset]","02ifJ000000EE37QAG","006fJ000006OjAjQAK","[Opportunity]","2025-06-19","EUR"
"[Asset]","02ifJ000000EE4jQAG","006fJ000006OiSqQAK","[Opportunity]","2025-06-10","USD"
"[Asset]","02ifJ000000EE9ZQAW","006fJ000006OjAdQAK","[Opportunity]","2025-05-30","USD"
"[Asset]","02ifJ000000EEKrQAO","006fJ000006OjAXQA0","[Opportunity]","2025-03-31","USD"
"[Asset]","02ifJ000000EEO5QAO","006fJ000006OjAXQA0","[Opportunity]","2025-03-31","USD"
"[Asset]","02ifJ000000EEsjQAG","006fJ000006Oim9QAC","[Opportunity]","2025-06-26","USD"
"[Asset]","02ifJ000000EEvxQAG","006fJ000006OiSkQAK","[Opportunity]","2025-04-07","USD"
"[Asset]","02ifJ000000EExZQAW","006fJ000006OiSkQAK","[Opportunity]","2025-04-07","USD"
"[Asset]","02ifJ000000EEzBQAW","006fJ000006OiSkQAK","[Opportunity]","2025-04-07","USD"
"[Asset]","02ifJ000000EF0nQAG","006fJ000006OiSkQAK","[Opportunity]","2025-04-07","USD"
"[Asset]","02ifJ000000EF2PQAW","006fJ000006OiSkQAK","[Opportunity]","2025-04-07","USD"
"[Asset]","02ifJ000000EF7FQAW","006fJ000006OijXQAS","[Opportunity]","2025-04-01","USD"
"[Asset]","02ifJ000000EF8rQAG","006fJ000006OijXQAS","[Opportunity]","2025-04-01","USD"
"[Asset]","02ifJ000000EFATQA4","006fJ000006OijXQAS","[Opportunity]","2025-04-01","USD"
"[Asset]","02ifJ000000EFqPQAW","006fJ000006Oi4dQAC","[Opportunity]","2025-06-27","USD"
"[Asset]","02ifJ000000EHLxQAO","006fJ000006Oi4mQAC","[Opportunity]","2025-05-17","USD"
"[Asset]","02ifJ000000EHPBQA4","006fJ000006Oi4mQAC","[Opportunity]","2025-05-17","USD"
"[Asset]","02ifJ000000EJNlQAO","006fJ000006OerMQAS","[Opportunity]","2025-06-30","USD"
"[Asset]","02ifJ000000EK5JQAW","006fJ000006Oer9QAC","[Opportunity]","2025-06-17","EUR"
"[Asset]","02ifJ000000EK6vQAG","006fJ000006Oer9QAC","[Opportunity]","2025-06-17","EUR"
"[Asset]","02ifJ000000EK8XQAW","006fJ000006Oer9QAC","[Opportunity]","2025-06-17","EUR"
"[Asset]","02ifJ000000EKA9QAO","006fJ000006Oer9QAC","[Opportunity]","2025-06-17","EUR"
"[Asset]","02ifJ000000EKDNQA4","006fJ000006Oi55QAC","[Opportunity]","2025-06-30","USD"
"[Asset]","02ifJ000000EKEzQAO","006fJ000006Oi55QAC","[Opportunity]","2025-06-30","USD"
"[Asset]","02ifJ000000EKQHQA4","006fJ000006OgnOQAS","[Opportunity]","2025-06-25","USD"
"[Asset]","02ifJ000000EKRtQAO","006fJ000006OgnOQAS","[Opportunity]","2025-06-25","USD"
"[Asset]","02ifJ000000EKTVQA4","006fJ000006OgnOQAS","[Opportunity]","2025-06-25","USD"
"[Asset]","02ifJ000000EKbZQAW","006fJ000006OgnKQAS","[Opportunity]","2024-06-28","USD"
"[Asset]","02ifJ000000EKdBQAW","006fJ000006OgnLQAS","[Opportunity]","2025-06-30","EUR"
"[Asset]","02ifJ000000EKenQAG","006fJ000006OgnLQAS","[Opportunity]","2025-06-30","EUR"
"[Asset]","02ifJ000000EKeoQAG","006fJ000006OijqQAC","[Opportunity]","2025-09-08","USD"
